=== Server Log Started ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] 로그 시스템 초기화 완료
[2026-01-20 06:25:10] [INFO ] [PID:6397] === Multi-Process Echo Server (fork-exec) 시작 ===
[2026-01-20 06:25:10] [INFO ] [PID:6397] Port: 9190
[2026-01-20 06:25:10] [INFO ] [PID:6397] 클라이언트 연결 대기 중 (poll 사용, fork-exec 방식)
[2026-01-20 06:25:26] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7590, Session #1034)
[2026-01-20 06:25:26] [DEBUG] [PID:6397] fork 성공=1034, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51094 (Session #1035, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7591, Session #1035)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1035, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51100 (Session #1036, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7592, Session #1036)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1036, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51110 (Session #1037, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7593, Session #1037)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1037, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51112 (Session #1038, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7594, Session #1038)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1038, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51122 (Session #1039, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7595, Session #1039)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1039, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51124 (Session #1040, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7596, Session #1040)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1040, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51126 (Session #1041, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7597, Session #1041)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1041, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51128 (Session #1042, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7598, Session #1042)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1042, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51142 (Session #1043, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7599, Session #1043)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1043, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51146 (Session #1044, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7600, Session #1044)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1044, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51152 (Session #1045, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7601, Session #1045)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1045, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51160 (Session #1046, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7602, Session #1046)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1046, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51164 (Session #1047, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7603, Session #1047)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1047, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51174 (Session #1048, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7604, Session #1048)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1048, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51188 (Session #1049, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7605, Session #1049)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1049, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51200 (Session #1050, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7606, Session #1050)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1050, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51212 (Session #1051, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7607, Session #1051)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1051, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51216 (Session #1052, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7608, Session #1052)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1052, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51218 (Session #1053, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7609, Session #1053)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1053, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51220 (Session #1054, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7610, Session #1054)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1054, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51230 (Session #1055, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7611, Session #1055)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1055, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51238 (Session #1056, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7612, Session #1056)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1056, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51248 (Session #1057, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7613, Session #1057)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1057, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51262 (Session #1058, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7614, Session #1058)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1058, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51266 (Session #1059, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7615, Session #1059)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1059, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51278 (Session #1060, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7616, Session #1060)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1060, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51286 (Session #1061, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7617, Session #1061)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1061, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51292 (Session #1062, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7618, Session #1062)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1062, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51294 (Session #1063, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7619, Session #1063)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1063, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51300 (Session #1064, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7620, Session #1064)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1064, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51304 (Session #1065, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7621, Session #1065)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1065, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51320 (Session #1066, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7622, Session #1066)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1066, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51334 (Session #1067, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7623, Session #1067)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1067, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51346 (Session #1068, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7624, Session #1068)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1068, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51362 (Session #1069, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7625, Session #1069)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1069, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51370 (Session #1070, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7626, Session #1070)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1070, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51386 (Session #1071, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7627, Session #1071)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1071, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51400 (Session #1072, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7628, Session #1072)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1072, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51414 (Session #1073, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7629, Session #1073)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1073, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51420 (Session #1074, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7630, Session #1074)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1074, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51424 (Session #1075, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7631, Session #1075)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1075, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51426 (Session #1076, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7632, Session #1076)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1076, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51442 (Session #1077, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7633, Session #1077)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1077, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51458 (Session #1078, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7634, Session #1078)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1078, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51470 (Session #1079, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7635, Session #1079)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1079, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51486 (Session #1080, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7636, Session #1080)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1080, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51498 (Session #1081, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7637, Session #1081)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1081, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51510 (Session #1082, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7638, Session #1082)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1082, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51526 (Session #1083, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7639, Session #1083)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1083, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51542 (Session #1084, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7640, Session #1084)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1084, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51552 (Session #1085, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7641, Session #1085)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1085, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51558 (Session #1086, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7642, Session #1086)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1086, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51564 (Session #1087, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7643, Session #1087)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1087, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51578 (Session #1088, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7644, Session #1088)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1088, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51580 (Session #1089, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7645, Session #1089)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1089, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51582 (Session #1090, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7646, Session #1090)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1090, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51586 (Session #1091, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7647, Session #1091)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1091, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51598 (Session #1092, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7648, Session #1092)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1092, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51606 (Session #1093, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7649, Session #1093)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1093, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51616 (Session #1094, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7650, Session #1094)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1094, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51620 (Session #1095, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7651, Session #1095)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1095, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51632 (Session #1096, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7652, Session #1096)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1096, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51634 (Session #1097, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7653, Session #1097)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1097, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51638 (Session #1098, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7654, Session #1098)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1098, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51650 (Session #1099, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7655, Session #1099)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1099, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51666 (Session #1100, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7656, Session #1100)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1100, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51668 (Session #1101, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7657, Session #1101)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1101, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51684 (Session #1102, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7658, Session #1102)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1102, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51686 (Session #1103, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7659, Session #1103)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1103, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51702 (Session #1104, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7660, Session #1104)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1104, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51718 (Session #1105, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7661, Session #1105)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1105, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51722 (Session #1106, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7662, Session #1106)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1106, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51730 (Session #1107, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7663, Session #1107)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1107, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51744 (Session #1108, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7664, Session #1108)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1108, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51752 (Session #1109, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7665, Session #1109)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1109, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51754 (Session #1110, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7666, Session #1110)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1110, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51758 (Session #1111, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7667, Session #1111)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1111, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51760 (Session #1112, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7668, Session #1112)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1112, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51774 (Session #1113, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7669, Session #1113)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1113, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51786 (Session #1114, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7670, Session #1114)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1114, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51800 (Session #1115, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7671, Session #1115)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1115, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51814 (Session #1116, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7672, Session #1116)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1116, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51822 (Session #1117, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7673, Session #1117)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1117, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51832 (Session #1118, fd: 4)
[2026-01-20 06:25:27] [INFO ] [PID:6397] Worker 프로세스 생성 (PID: 7674, Session #1118)
[2026-01-20 06:25:27] [DEBUG] [PID:6397] fork 성공=1118, exec 대기 중...
[2026-01-20 06:25:27] [INFO ] [PID:6397] 새 연결 수락: 127.0.0.1:51836 (Session #1119, fd: 4)
